"","Branch","FIELDID","StreamName","Year","DateSampled","Common_Name","Quanity","Length","Final_FIELDID","COMID"
"278","Main","mn-1dnr","Main Rouge",1995,"7/25/95","redfin shiner",5,"470 ft","main18","10848472"
"279","Main","mn-2dnr","Main Branch",1986,"7/28/86","creek chub",88,"0","mn-2dnr","10848602"
"280","Main","mn-2dnr","Main Branch",1986,"7/28/86","white sucker",21,"0","mn-2dnr","10848602"
"281","Main","mn-2dnr","Main Branch",1986,"7/28/86","rock bass",1,"0","mn-2dnr","10848602"
"282","Main","mn-2dnr","Main Branch",1986,"7/28/86","pumpkinseed",1,"0","mn-2dnr","10848602"
"283","Main","mn-2dnr","Main Branch",1986,"7/28/86","green sunfish",2,"0","mn-2dnr","10848602"
"284","Main","mn-2dnr","Main Branch",1986,"7/28/86","common shiner",35,"0","mn-2dnr","10848602"
"285","Main","mn-2dnr","Main Branch",1986,"7/28/86","central stoneroller",8,"0","mn-2dnr","10848602"
"286","Main","mn-2dnr","Main Branch",1986,"7/28/86","bluntnose minnow",2,"0","mn-2dnr","10848602"
"287","Main","mn-2dnr","Main Branch",1986,"7/28/86","blacknose dace",7,"0","mn-2dnr","10848602"
"288","Middle","md-1","Middle Branch",1986,"7/21/86","brook stickleback",1,"300ft","wall5","10849382"
"289","Middle","md-1","Middle Branch",1986,"7/21/86","white sucker",1,"300ft","wall5","10849382"
"290","Middle","md-1","Middle Branch",1986,"7/21/86","creek chub",20,"300ft","wall5","10849382"
"291","Middle","md-1","Middle Branch",1986,"7/21/86","fathead minnow",1,"300ft","wall5","10849382"
"292","Middle","md-1","Middle Branch",1986,"7/21/86","green sunfish",2,"300ft","wall5","10849382"
"293","Middle","md-11","TonquiskCreek",1986,"7/22/86","creek chub",7,"0","tonquishcreek17","10849668"
"294","Middle","md-11","TonquiskCreek",1986,"7/22/86","white sucker",19,"0","tonquishcreek17","10849668"
"295","Middle","md-11","TonquiskCreek",1986,"7/22/86","common shiner",1,"0","tonquishcreek17","10849668"
"296","Middle","md-11","TonquiskCreek",1986,"7/22/86","bluntnose minnow",1,"0","tonquishcreek17","10849668"
"297","Middle","md-11","TonquiskCreek",1986,"7/22/86","fathead minnow",76,"0","tonquishcreek17","10849668"
"298","Middle","md-11","TonquiskCreek",1986,"7/22/86","blacknose dace",2,"0","tonquishcreek17","10849668"
"299","Middle","md-2","Middle Branch",1986,"7/21/86","black crappie",3,"390ft","md-2","10849464"
"300","Middle","md-2","Middle Branch",1986,"7/21/86","bluntnose minnow",5,"390ft","md-2","10849464"
"301","Middle","md-2","Middle Branch",1986,"7/21/86","central mudminnow",1,"390ft","md-2","10849464"
"302","Middle","md-2","Middle Branch",1986,"7/21/86","central stoneroller",1,"390ft","md-2","10849464"
"303","Middle","md-2","Middle Branch",1986,"7/21/86","channel catfish",1,"390ft","md-2","10849464"
"304","Middle","md-2","Middle Branch",1986,"7/21/86","common carp",14,"390ft","md-2","10849464"
"305","Middle","md-2","Middle Branch",1986,"7/21/86","white sucker",34,"390ft","md-2","10849464"
"306","Middle","md-2","Middle Branch",1986,"7/21/86","creek chub",24,"390ft","md-2","10849464"
"307","Middle","md-2","Middle Branch",1986,"7/21/86","fathead minnow",1,"390ft","md-2","10849464"
"308","Middle","md-2","Middle Branch",1986,"7/21/86","green sunfish",34,"390ft","md-2","10849464"
"309","Middle","md-2","Middle Branch",1986,"7/21/86","sunfish hybrid",2,"390ft","md-2","10849464"
"310","Middle","md-2","Middle Branch",1986,"7/21/86","johnny darter",7,"390ft","md-2","10849464"
"311","Middle","md-2","Middle Branch",1986,"7/21/86","largemouth bass",3,"390ft","md-2","10849464"
"312","Middle","md-2","Middle Branch",1986,"7/21/86","northern hog sucker",1,"390ft","md-2","10849464"
"313","Middle","md-2","Middle Branch",1986,"7/21/86","northern pike",4,"390ft","md-2","10849464"
"314","Middle","md-2","Middle Branch",1986,"7/21/86","pumpkinseed",8,"390ft","md-2","10849464"
"315","Middle","md-2","Middle Branch",1986,"7/21/86","rock bass",3,"390ft","md-2","10849464"
"316","Middle","md-2","Middle Branch",1986,"7/21/86","yellow bullhead",2,"390ft","md-2","10849464"
"317","Middle","md-3","Middle Branch",1986,"7/21/86","creek chub",52,"300ft","mr-1","10850296"
"318","Middle","md-3","Middle Branch",1986,"7/21/86","white sucker",28,"300ft","mr-1","10850296"
"319","Middle","md-3","Middle Branch",1986,"7/21/86","common carp",4,"300ft","mr-1","10850296"
"320","Middle","md-3","Middle Branch",1986,"7/21/86","rock bass",2,"300ft","mr-1","10850296"
"321","Middle","md-3","Middle Branch",1986,"7/21/86","pumpkinseed",2,"300ft","mr-1","10850296"
"322","Middle","md-3","Middle Branch",1986,"7/21/86","green sunfish",7,"300ft","mr-1","10850296"
"323","Middle","md-3","Middle Branch",1986,"7/21/86","central mudminnow",1,"300ft","mr-1","10850296"
"324","Middle","md-3","Middle Branch",1986,"7/21/86","mottled sculpin",50,"300ft","mr-1","10850296"
"325","Middle","md-3","Middle Branch",1986,"7/21/86","common shiner",2,"300ft","mr-1","10850296"
"326","Middle","md-3","Middle Branch",1986,"7/21/86","central stoneroller",5,"300ft","mr-1","10850296"
"327","Middle","md-3","Middle Branch",1986,"7/21/86","bluntnose minnow",4,"300ft","mr-1","10850296"
"328","Middle","md-3","Middle Branch",1986,"7/21/86","rainbow darter",1,"300ft","mr-1","10850296"
"329","Middle","md-3","Middle Branch",1986,"7/21/86","blacknose dace",7,"300ft","mr-1","10850296"
"330","Middle","md-4","Middle Branch",1986,"7/21/86","creek chub",15,"225ft","mr-4","10849648"
"331","Middle","md-4","Middle Branch",1986,"7/21/86","white sucker",10,"225ft","mr-4","10849648"
"332","Middle","md-4","Middle Branch",1986,"7/21/86","rock bass",35,"225ft","mr-4","10849648"
"333","Middle","md-4","Middle Branch",1986,"7/21/86","pumpkinseed",38,"225ft","mr-4","10849648"
"334","Middle","md-4","Middle Branch",1986,"7/21/86","green sunfish",6,"225ft","mr-4","10849648"
"335","Middle","md-4","Middle Branch",1986,"7/21/86","mottled sculpin",2,"225ft","mr-4","10849648"
"336","Middle","md-4","Middle Branch",1986,"7/21/86","central stoneroller",2,"225ft","mr-4","10849648"
"337","Middle","md-4","Middle Branch",1986,"7/21/86","bluntnose minnow",18,"225ft","mr-4","10849648"
"338","Middle","md-4","Middle Branch",1986,"7/21/86","bluegill",13,"225ft","mr-4","10849648"
"339","Middle","md-4","Middle Branch",1986,"7/21/86","yellow bullhead",4,"225ft","mr-4","10849648"
"340","Middle","md-4","Middle Branch",1986,"7/21/86","sunfish hybrid",1,"225ft","mr-4","10849648"
"341","Middle","md-4","Middle Branch",1986,"7/21/86","largemouth bass",2,"225ft","mr-4","10849648"
"342","Middle","md-4","Middle Branch",1986,"7/21/86","johnny darter",4,"225ft","mr-4","10849648"
"343","Middle","md-5","Middle Branch",1986,"7/21/86","creek chub",8,"0","middle3","10849642"
"344","Middle","md-5","Middle Branch",1986,"7/21/86","white sucker",26,"0","middle3","10849642"
"345","Middle","md-5","Middle Branch",1986,"7/21/86","rock bass",46,"0","middle3","10849642"
"346","Middle","md-5","Middle Branch",1986,"7/21/86","pumpkinseed",20,"0","middle3","10849642"
"347","Middle","md-5","Middle Branch",1986,"7/21/86","bluntnose minnow",12,"0","middle3","10849642"
"348","Middle","md-5","Middle Branch",1986,"7/21/86","bluegill",82,"0","middle3","10849642"
"349","Middle","md-5","Middle Branch",1986,"7/21/86","sunfish hybrid",1,"0","middle3","10849642"
"350","Middle","md-5","Middle Branch",1986,"7/21/86","largemouth bass",10,"0","middle3","10849642"
"351","Middle","md-5","Middle Branch",1986,"7/21/86","johnny darter",1,"0","middle3","10849642"
"352","Middle","md-5","Middle Branch",1986,"7/21/86","hornyhead chub",8,"0","middle3","10849642"
"353","Middle","md-5","Middle Branch",1986,"7/21/86","longear sunfish",1,"0","middle3","10849642"
"354","Lower","l-2","Lower Rouge",1995,"8/29/95","white sucker",48,"600ft","low6","10849810"
"355","Lower","l-2","Lower Rouge",1995,"8/29/95","creek chub",133,"600ft","low6","10849810"
"356","Lower","l-2","Lower Rouge",1995,"8/29/95","green sunfish",73,"600ft","low6","10849810"
"357","Lower","l-2","Lower Rouge",1995,"8/29/95","fathead minnow",1,"600ft","low6","10849810"
"358","Lower","l-2","Lower Rouge",1995,"8/29/95","johnny darter",1,"600ft","low6","10849810"
"359","Lower","l-2","Lower Rouge",1995,"8/29/95","central mudminnow",2,"600ft","low6","10849810"
"360","Middle","md-6","Middle Branch",1986,"7/22/86","goldfish",18,"450ft","md-6","10849648"
"361","Middle","md-6","Middle Branch",1986,"7/22/86","common carp",9,"450ft","md-6","10849648"
"362","Middle","md-6","Middle Branch",1986,"7/22/86","white sucker",6,"450ft","md-6","10849648"
"363","Middle","md-6","Middle Branch",1986,"7/22/86","rock bass",9,"450ft","md-6","10849648"
"364","Middle","md-6","Middle Branch",1986,"7/22/86","pumpkinseed",4,"450ft","md-6","10849648"
"365","Middle","md-6","Middle Branch",1986,"7/22/86","bluegill",9,"450ft","md-6","10849648"
"366","Middle","md-6","Middle Branch",1986,"7/22/86","largemouth bass",1,"450ft","md-6","10849648"
"367","Middle","md-6","Middle Branch",1986,"7/22/86","longear sunfish",1,"450ft","md-6","10849648"
"368","Middle","md-7","Middle Branch",1986,"7/22/86","creek chub",11,"500 ft","mr-8","10850156"
"369","Middle","md-7","Middle Branch",1986,"7/22/86","white sucker",2,"500 ft","mr-8","10850156"
"370","Middle","md-7","Middle Branch",1986,"7/22/86","fathead minnow",11,"500 ft","mr-8","10850156"
"371","Middle","md-7","Middle Branch",1986,"7/22/86","goldfish",5,"500 ft","mr-8","10850156"
"372","Middle","md-7","Middle Branch",1986,"7/22/86","common shiner",1,"500 ft","mr-8","10850156"
"373","Middle","md-7","Middle Branch",1986,"7/22/86","common carp",2,"500 ft","mr-8","10850156"
"374","Middle","md-8","Middle Branch",1986,"7/29/86","creek chub",2,"900ft","mr-7","10850156"
"375","Middle","md-8","Middle Branch",1986,"7/29/86","goldfish",6,"900ft","mr-7","10850156"
"376","Middle","md-2","Middle Branch",1995,"8/2/95","bluegill",14,"0","md-2","10849464"
"377","Middle","md-2","Middle Branch",1995,"8/2/95","golden shiner",9,"0","md-2","10849464"
"378","Middle","md-2","Middle Branch",1995,"8/2/95","brown bullhead",4,"0","md-2","10849464"
"379","Middle","md-2","Middle Branch",1995,"8/2/95","yellow perch",2,"0","md-2","10849464"
"380","Middle","md-2","Middle Branch",1995,"8/2/95","johnny darter",7,"0","md-2","10849464"
"381","Middle","md-2","Middle Branch",1995,"8/2/95","black crappie",1,"0","md-2","10849464"
"382","Middle","md-2","Middle Branch",1995,"8/2/95","grass pickerel",1,"0","md-2","10849464"
"383","Middle","md-2","Middle Branch",1995,"8/2/95","white sucker",207,"0","md-2","10849464"
"384","Middle","md-2","Middle Branch",1995,"8/2/95","green sunfish",165,"0","md-2","10849464"
"385","Middle","md-2","Middle Branch",1995,"8/2/95","creek chub",125,"0","md-2","10849464"
"386","Middle","md-2","Middle Branch",1995,"8/2/95","pumpkinseed",37,"0","md-2","10849464"
"387","Middle","md-2","Middle Branch",1995,"8/2/95","rock bass",40,"0","md-2","10849464"
"388","Middle","md-2","Middle Branch",1995,"8/2/95","bluntnose minnow",24,"0","md-2","10849464"
"389","Middle","md-2","Middle Branch",1995,"8/2/95","largemouth bass",31,"0","md-2","10849464"
"390","Middle","md-2","Middle Branch",1995,"8/2/95","central stoneroller",5,"0","md-2","10849464"
"391","Middle","md-2","Middle Branch",1995,"8/2/95","blacknose dace",1,"0","md-2","10849464"
"392","Middle","md-2","Middle Branch",1995,"8/2/95","spotfin shiner",1,"0","md-2","10849464"
"393","Middle","md-2","Middle Branch",1995,"8/2/95","sunfish hybrid",1,"0","md-2","10849464"
"394","Main","mn-2dnr","Main Rouge",1995,"7/25/95","creek chub",178,"500 ft","mn-2dnr","10848602"
"395","Main","mn-2dnr","Main Rouge",1995,"7/25/95","common shiner",49,"500 ft","mn-2dnr","10848602"
"396","Main","mn-2dnr","Main Rouge",1995,"7/25/95","white sucker",34,"500 ft","mn-2dnr","10848602"
"397","Main","mn-2dnr","Main Rouge",1995,"7/25/95","blacknose dace",13,"500 ft","mn-2dnr","10848602"
"398","Main","mn-2dnr","Main Rouge",1995,"7/25/95","central stoneroller",9,"500 ft","mn-2dnr","10848602"
"399","Main","mn-2dnr","Main Rouge",1995,"7/25/95","rock bass",7,"500 ft","mn-2dnr","10848602"
"400","Main","mn-2dnr","Main Rouge",1995,"7/25/95","largemouth bass",6,"500 ft","mn-2dnr","10848602"
"401","Main","mn-2dnr","Main Rouge",1995,"7/25/95","yellow perch",1,"500 ft","mn-2dnr","10848602"
"402","Main","mn-2dnr","Main Rouge",1995,"7/25/95","sunfish hybrid",3,"500 ft","mn-2dnr","10848602"
"403","Main","mn-2dnr","Main Rouge",1995,"7/25/95","bluegill",3,"500 ft","mn-2dnr","10848602"
"404","Main","mn-2dnr","Main Rouge",1995,"7/25/95","johnny darter",4,"500 ft","mn-2dnr","10848602"
"405","Main","mn-2dnr","Main Rouge",1995,"7/25/95","black crappie",1,"500 ft","mn-2dnr","10848602"
"406","Main","mn-2dnr","Main Rouge",1995,"7/25/95","bluntnose minnow",3,"500 ft","mn-2dnr","10848602"
"407","Main","mn-2dnr","Main Rouge",1995,"7/25/95","green sunfish",2,"500 ft","mn-2dnr","10848602"
"408","Main","mn-3dnr","Main Branch",1986,"7/28/86","blacknose dace",1,"0","mn-3dnr","10849438"
"409","Main","mn-3dnr","Main Branch",1986,"7/28/86","common carp",2,"0","mn-3dnr","10849438"
"410","Main","mn-3dnr","Main Branch",1986,"7/28/86","common shiner",5,"0","mn-3dnr","10849438"
"411","Main","mn-3dnr","Main Branch",1986,"7/28/86","white sucker",8,"0","mn-3dnr","10849438"
"412","Main","mn-3dnr","Main Branch",1986,"7/28/86","creek chub",7,"0","mn-3dnr","10849438"
"413","Main","mn-3dnr","Main Branch",1986,"7/28/86","green sunfish",4,"0","mn-3dnr","10849438"
"414","Main","mn-3dnr","Main Branch",1986,"7/28/86","rock bass",2,"0","mn-3dnr","10849438"
"415","Main","mn-3dnr","Main Branch",1995,"8/31/95","creek chub",98,"500 ft","mn-3dnr","10849438"
"416","Main","mn-3dnr","Main Branch",1995,"8/31/95","central stoneroller",3,"500 ft","mn-3dnr","10849438"
"417","Main","mn-3dnr","Main Branch",1995,"8/31/95","white sucker",14,"500 ft","mn-3dnr","10849438"
"418","Main","mn-3dnr","Main Branch",1995,"8/31/95","johnny darter",48,"500 ft","mn-3dnr","10849438"
"419","Main","mn-3dnr","Main Branch",1995,"8/31/95","blacknose dace",84,"500 ft","mn-3dnr","10849438"
"420","Upper","u-4","Upper Rouge",1995,"8/31/95","bluntnose minnow",26,"500 ft","u-4","10849608"
"421","Upper","u-4","Upper Rouge",1995,"8/31/95","common carp",1,"500 ft","u-4","10849608"
"422","Upper","u-4","Upper Rouge",1995,"8/31/95","common shiner",4,"500 ft","u-4","10849608"
"423","Upper","u-4","Upper Rouge",1995,"8/31/95","white sucker",16,"500 ft","u-4","10849608"
"424","Upper","u-4","Upper Rouge",1995,"8/31/95","creek chub",150,"500 ft","u-4","10849608"
"425","Upper","u-4","Upper Rouge",1995,"8/31/95","fathead minnow",14,"500 ft","u-4","10849608"
"426","Upper","u-4","Upper Rouge",1995,"8/31/95","golden shiner",1,"500 ft","u-4","10849608"
"427","Upper","u-4","Upper Rouge",1995,"8/31/95","green sunfish",4,"500 ft","u-4","10849608"
"428","Upper","u-4","Upper Rouge",1995,"8/31/95","largemouth bass",6,"500 ft","u-4","10849608"
"429","Upper","u-4","Upper Rouge",1995,"8/31/95","pumpkinseed",8,"500 ft","u-4","10849608"
"430","Main","mn-3dnr","Main Branch",1995,"8/31/95","common shiner",10,"500 ft","mn-3dnr","10849438"
"431","Main","mn-3dnr","Main Branch",1995,"8/31/95","blackside darter",1,"500 ft","mn-3dnr","10849438"
"432","Main","mn-3dnr","Main Branch",1995,"8/31/95","bluntnose minnow",8,"500 ft","mn-3dnr","10849438"
"433","Main","mn-3dnr","Main Branch",1995,"8/31/95","fathead minnow",4,"500 ft","mn-3dnr","10849438"
"434","Lower","l-4","Lower Rouge",1995,"9/11/95","creek chub",3,"0","lr-11","10850162"
"435","Lower","l-4","Lower Rouge",1995,"9/11/95","green sunfish",10,"0","lr-11","10850162"
"436","Lower","l-4","Lower Rouge",1995,"9/11/95","fathead minnow",171,"0","lr-11","10850162"
"437","Lower","l-4","Lower Rouge",1995,"9/11/95","central mudminnow",7,"0","lr-11","10850162"
"438","Lower","l-4","Lower Rouge",1995,"9/11/95","gizzard shad",1,"0","lr-11","10850162"
"439","Lower","l-4","Lower Rouge",1995,"9/11/95","pumpkinseed",1,"0","lr-11","10850162"
"440","Lower","l-4","Lower Rouge",1995,"9/11/95","bluegill",1,"0","lr-11","10850162"
"441","Lower","l-4","Lower Rouge",1995,"9/11/95","largemouth bass",2,"0","lr-11","10850162"
"442","Lower","l-4","Lower Rouge",1995,"9/11/95","goldfish",3,"0","lr-11","10850162"
"443","Lower","l-4","Lower Rouge",1995,"9/11/95","brook stickleback",1,"0","lr-11","10850162"
"444","Lower","l-4","Lower Rouge",1995,"9/11/95","starhead topminnow",1,"0","lr-11","10850162"
"445","Main","mn-3dnr","Main Branch",1995,"8/31/95","green sunfish",2,"500 ft","mn-3dnr","10849438"
"446","Main","mn-3dnr","Main Branch",1995,"8/31/95","brook stickleback",1,"500 ft","mn-3dnr","10849438"
"447","Main","mn-4dnr","Main Branch",1986,"7/25/86","creek chub",13,"0","mn-7a","10850152"
"448","Main","mn-4dnr","Main Branch",1986,"7/25/86","goldfish",6,"0","mn-7a","10850152"
"449","Main","mn-4dnr","Main Rouge",1995,"9/5/95","bluegill",1,"400ft","mn-7a","10850152"
"450","Main","mn-4dnr","Main Rouge",1995,"9/5/95","brook stickleback",1,"400ft","mn-7a","10850152"
"451","Main","mn-4dnr","Main Rouge",1995,"9/5/95","common carp",1,"400ft","mn-7a","10850152"
"452","Main","mn-4dnr","Main Rouge",1995,"9/5/95","creek chub",3,"400ft","mn-7a","10850152"
"453","Middle","md-7","Middle Branch",1995,"8/24/95","common carp",1,"500","mr-8","10850156"
"454","Middle","md-7","Middle Branch",1995,"8/24/95","common shiner",1,"500","mr-8","10850156"
"455","Middle","md-7","Middle Branch",1995,"8/24/95","white sucker",5,"500","mr-8","10850156"
"456","Middle","md-7","Middle Branch",1995,"8/24/95","creek chub",2,"500","mr-8","10850156"
"457","Middle","md-7","Middle Branch",1995,"8/24/95","fathead minnow",1,"500","mr-8","10850156"
"458","Middle","md-7","Middle Branch",1995,"8/24/95","rock bass",1,"500","mr-8","10850156"
"459","Middle","md-14","Johnson Creek",1995,"7/24/95","mottled sculpin",159,"500","md-14","10849630"
"460","Middle","md-14","Johnson Creek",1995,"7/24/95","creek chub",52,"500","md-14","10849630"
"461","Middle","md-14","Johnson Creek",1995,"7/24/95","green sunfish",67,"500","md-14","10849630"
"462","Middle","md-14","Johnson Creek",1995,"7/24/95","central mudminnow",53,"500","md-14","10849630"
"463","Middle","md-14","Johnson Creek",1995,"7/24/95","pumpkinseed",10,"500","md-14","10849630"
"464","Middle","md-14","Johnson Creek",1995,"7/24/95","common shiner",6,"500","md-14","10849630"
"465","Middle","md-14","Johnson Creek",1995,"7/24/95","northern redbelly dace",2,"500","md-14","10849630"
"466","Middle","md-14","Johnson Creek",1995,"7/24/95","white sucker",28,"500","md-14","10849630"
"467","Middle","md-14","Johnson Creek",1995,"7/24/95","bluegill",8,"500","md-14","10849630"
"468","Middle","md-14","Johnson Creek",1995,"7/24/95","blacknose dace",15,"500","md-14","10849630"
"469","Middle","md-14","Johnson Creek",1995,"7/24/95","largemouth bass",4,"500","md-14","10849630"
"470","Middle","md-14","Johnson Creek",1995,"7/24/95","brown trout",2,"500","md-14","10849630"
"471","Main","mn-4dnr","Main Rouge",1995,"9/5/95","fathead minnow",2,"400ft","mn-7a","10850152"
"472","Main","evan1","Evans Ditch",1986,"7/29/86","common carp",1,"600ft","evan1","10848534"
"473","Main","evan1","Evans Ditch",1986,"7/29/86","creek chub",1,"600ft","evan1","10848534"
"474","Main","evan1","Evans Ditch",1986,"7/29/86","fathead minnow",2,"600ft","evan1","10848534"
"475","Main","evan1","Evans Ditch",1986,"7/29/86","green sunfish",1,"600ft","evan1","10848534"
"476","Main","evan1","Evans Ditch",1986,"7/29/86","pumpkinseed",1,"600ft","evan1","10848534"
"477","Main","mn-5dnr","Evans Ditch",1995,"7/31/95","common carp",1,"500 ft","evan5","10849456"
"478","Lower","l-2","Lower Rouge",1995,"8/29/95","pumpkinseed",5,"600ft","low6","10849810"
"479","Lower","l-2","Lower Rouge",1995,"8/29/95","common shiner",7,"600ft","low6","10849810"
"480","Lower","l-2","Lower Rouge",1995,"8/29/95","largemouth bass",1,"600ft","low6","10849810"
"481","Lower","l-2","Lower Rouge",1995,"8/29/95","common carp",9,"600ft","low6","10849810"
"482","Middle","md-8","Middle Branch",1986,"7/29/86","common carp",2,"900ft","mr-7","10850156"
"483","Middle","md-8","Middle Branch",1986,"7/29/86","fathead minnow",3,"900ft","mr-7","10850156"
"484","Upper","u-1","Upper Rouge",1986,"8/22/86","creek chub",88,"450ft","up2","10849602"
"485","Upper","u-1","Upper Rouge",1986,"8/22/86","white sucker",31,"450ft","up2","10849602"
"486","Upper","u-1","Upper Rouge",1986,"8/22/86","pumpkinseed",1,"450ft","up2","10849602"
"487","Upper","u-1","Upper Rouge",1986,"8/22/86","green sunfish",8,"450ft","up2","10849602"
"488","Middle","md-3","Middle Branch",1995,"8/15/95","creek chub",102,"0","mr-1","10850296"
"489","Middle","md-3","Middle Branch",1995,"8/15/95","mottled sculpin",58,"0","mr-1","10850296"
"490","Middle","md-3","Middle Branch",1995,"8/15/95","white sucker",37,"0","mr-1","10850296"
"491","Middle","md-3","Middle Branch",1995,"8/15/95","central mudminnow",1,"0","mr-1","10850296"
"492","Middle","md-3","Middle Branch",1995,"8/15/95","johnny darter",2,"0","mr-1","10850296"
"493","Middle","md-3","Middle Branch",1995,"8/15/95","central stoneroller",5,"0","mr-1","10850296"
"494","Middle","md-3","Middle Branch",1995,"8/15/95","pumpkinseed",13,"0","mr-1","10850296"
"495","Middle","md-3","Middle Branch",1995,"8/15/95","green sunfish",9,"0","mr-1","10850296"
"496","Middle","md-3","Middle Branch",1995,"8/15/95","largemouth bass",3,"0","mr-1","10850296"
"497","Middle","md-3","Middle Branch",1995,"8/15/95","common shiner",4,"0","mr-1","10850296"
"498","Middle","md-3","Middle Branch",1995,"8/15/95","bluntnose minnow",9,"0","mr-1","10850296"
"499","Middle","md-3","Middle Branch",1995,"8/15/95","blacknose dace",6,"0","mr-1","10850296"
"500","Middle","md-3","Middle Branch",1995,"8/15/95","bluegill",1,"0","mr-1","10850296"
"501","Middle","md-3","Middle Branch",1995,"8/15/95","common carp",3,"0","mr-1","10850296"
"502","Middle","md-1","Middle Branch",1995,"7/26/95","creek chub",24,"0","wall5","10849382"
"503","Middle","md-1","Middle Branch",1995,"7/26/95","green sunfish",1,"0","wall5","10849382"
"504","Main","mn-5dnr","Evans Ditch",1995,"7/31/95","white sucker",6,"500 ft","evan5","10849456"
"505","Main","mn-5dnr","Evans Ditch",1995,"7/31/95","creek chub",11,"500 ft","evan5","10849456"
"506","Main","mn-5dnr","Evans Ditch",1995,"7/31/95","fathead minnow",46,"500 ft","evan5","10849456"
"507","Main","mn-5dnr","Evans Ditch",1995,"7/31/95","green sunfish",6,"500 ft","evan5","10849456"
"508","Main","mn-5dnr","Evans Ditch",1986,"8/22/86","pumpkinseed",4,"0","evan5","10849456"
"509","Main","mn-7dnr","Cranbrook Creek",1995,"7/17/95","largemouth bass",131,"500ft","mn-7dnr","10848448"
"510","Main","mn-7dnr","Cranbrook Creek",1995,"7/17/95","green sunfish",3,"500ft","mn-7dnr","10848448"
"511","Upper","u-1","Upper Rouge",1995,"8/30/95","creek chub",161,"650ft","up2","10849602"
"512","Upper","u-1","Upper Rouge",1995,"8/30/95","mottled sculpin",132,"650ft","up2","10849602"
"513","Upper","u-1","Upper Rouge",1995,"8/30/95","common shiner",29,"650ft","up2","10849602"
"514","Upper","u-1","Upper Rouge",1995,"8/30/95","blacknose dace",52,"650ft","up2","10849602"
"515","Upper","u-1","Upper Rouge",1995,"8/30/95","white sucker",30,"650ft","up2","10849602"
"516","Upper","u-1","Upper Rouge",1995,"8/30/95","green sunfish",28,"650ft","up2","10849602"
"517","Upper","u-1","Upper Rouge",1995,"8/30/95","fathead minnow",5,"650ft","up2","10849602"
"518","Upper","u-1","Upper Rouge",1995,"8/30/95","black bullhead",1,"650ft","up2","10849602"
"519","Upper","u-1","Upper Rouge",1995,"8/30/95","largemouth bass",2,"650ft","up2","10849602"
"520","Upper","u-1","Upper Rouge",1995,"8/30/95","redside dace",7,"650ft","up2","10849602"
"521","Upper","u-1","Upper Rouge",1995,"8/30/95","central stoneroller",2,"650ft","up2","10849602"
"522","Upper","u-1","Upper Rouge",1995,"8/30/95","rainbow trout",1,"650ft","up2","10849602"
"523","Upper","u-1","Upper Rouge",1995,"8/30/95","central mudminnow",1,"650ft","up2","10849602"
"524","Upper","u-1","Upper Rouge",1995,"8/30/95","northern hog sucker",6,"650ft","up2","10849602"
"525","Upper","u-1","Upper Rouge",1995,"8/30/95","johnny darter",1,"650ft","up2","10849602"
"526","Upper","u-1","Upper Rouge",1995,"8/30/95","brook lamprey",2,"650ft","up2","10849602"
"527","Upper","u-5","Seely Creek",1995,"7/18/95","blacknose dace",8,"500ft","upper5","10849374"
"528","Upper","u-5","Seely Creek",1995,"7/18/95","mottled sculpin",41,"500ft","upper5","10849374"
"529","Upper","u-5","Seely Creek",1995,"7/18/95","redside dace",13,"500ft","upper5","10849374"
"530","Upper","u-5","Seely Creek",1995,"7/18/95","white sucker",6,"500ft","upper5","10849374"
"531","Upper","u-5","Seely Creek",1995,"7/18/95","creek chub",27,"500ft","upper5","10849374"
"532","Upper","u-5","Seely Creek",1995,"7/18/95","green sunfish",12,"500ft","upper5","10849374"
"533","Upper","u-5","Seely Creek",1995,"7/18/95","largemouth bass",1,"500ft","upper5","10849374"
"534","Lower","l-1","Lower Rouge",1995,"8/29/95","black bullhead",2,"0","low4","10849774"
"535","Lower","l-1","Lower Rouge",1995,"8/29/95","central mudminnow",8,"0","low4","10849774"
"536","Lower","l-1","Lower Rouge",1995,"8/29/95","common carp",3,"0","low4","10849774"
"537","Lower","l-1","Lower Rouge",1995,"8/29/95","white sucker",2,"0","low4","10849774"
"538","Lower","l-1","Lower Rouge",1995,"8/29/95","creek chub",32,"0","low4","10849774"
"539","Lower","l-1","Lower Rouge",1995,"8/29/95","green sunfish",27,"0","low4","10849774"
"540","Lower","l-1","Lower Rouge",1995,"8/29/95","largemouth bass",2,"0","low4","10849774"
"541","Main","mn-7dnr","Cranbrook Creek",1995,"7/17/95","pumpkinseed",2,"500ft","mn-7dnr","10848448"
"542","Main","mn-7dnr","Cranbrook Creek",1995,"7/17/95","bluegill",1,"500ft","mn-7dnr","10848448"
"543","Main","mn-7dnr","Cranbrook Creek",1995,"7/17/95","central mudminnow",1,"500ft","mn-7dnr","10848448"
"544","Main","mn-8dnr","Franklin Drain",1995,"8/1/95","blacknose dace",83,"500","frank1","10848522"
"545","Main","mn-8dnr","Franklin Drain",1995,"8/1/95","central stoneroller",2,"500","frank1","10848522"
"546","Middle","md-11","TonquiskCreek",1995,"8/24/95","creek chub",43,"500ft","tonquishcreek17","10849668"
"547","Middle","md-11","TonquiskCreek",1995,"8/24/95","green sunfish",26,"500ft","tonquishcreek17","10849668"
