"","FIELDID","Orginal_FIELDID","COMID","StreamName","Branch","Year","DateSampled","MDEQ","Common_Name","FinalID","Quanity","Method","Length","Other"
"210","u-7","upper7","10849532","Upper Rouge","Upper",1972,"6/24/72","DNR","white sucker",NA,"6","Electroshocking","0","0"
"211","wall2","walledlakebr11","10849416","WalledLakeBr11","Middle",1972,"7/29/72","DNR","central mudminnow",NA,"1","Electroshocking","0","0"
"212","wall2","walledlakebr11","10849416","WalledLakeBr11","Middle",1972,"7/29/72","DNR","fathead minnow",NA,"111","Electroshocking","0","0"
"213","wall2","walledlakebr11","10849416","WalledLakeBr11","Middle",1972,"7/29/72","DNR","pumpkinseed",NA,"2","Electroshocking","0","0"
"214","md-2","walledlakebr8","10849464","WalledLakeBr8","Middle",1972,"7/29/72","DNR","black crappie",NA,"3","Electroshocking","0","0"
"215","md-2","walledlakebr8","10849464","WalledLakeBr8","Middle",1972,"7/29/72","DNR","bluegill",NA,"1","Electroshocking","0","0"
"216","md-2","walledlakebr8","10849464","WalledLakeBr8","Middle",1972,"7/29/72","DNR","creek chub",NA,"1","Electroshocking","0","0"
"217","md-2","walledlakebr8","10849464","WalledLakeBr8","Middle",1972,"7/29/72","DNR","pumpkinseed",NA,"1","Electroshocking","0","0"
"218","low4","l-1","10849774","Lower Rouge","Lower",1986,"7/23/86","DNR","creek chub",NA,"71","Electroshocking","450ft","L-1 U"
"219","low4","l-1","10849774","Lower Rouge","Lower",1986,"7/23/86","DNR","white sucker",NA,"15","Electroshocking","450ft","L-1 U"
"220","low4","l-1","10849774","Lower Rouge","Lower",1986,"7/23/86","DNR","goldfish",NA,"1","Electroshocking","450ft","L-1 U"
"221","low4","l-1","10849774","Lower Rouge","Lower",1986,"7/23/86","DNR","common carp",NA,"26","Electroshocking","450ft","L-1 U"
"222","low4","l-1","10849774","Lower Rouge","Lower",1986,"7/23/86","DNR","green sunfish",NA,"10","Electroshocking","450ft","L-1 U"
"223","low4","l-1","10849774","Lower Rouge","Lower",1986,"7/23/86","DNR","central mudminnow",NA,"30","Electroshocking","450ft","L-1 U"
"224","low4","l-1","10849774","Lower Rouge","Lower",1986,"7/23/86","DNR","common shiner",NA,"56","Electroshocking","450ft","L-1 U"
"225","low4","l-1","10849774","Lower Rouge","Lower",1986,"7/23/86","DNR","central stoneroller",NA,"5","Electroshocking","450ft","L-1 U"
"226","low4","l-1","10849774","Lower Rouge","Lower",1986,"7/23/86","DNR","bluegill",NA,"1","Electroshocking","450ft","L-1 U"
"227","low4","l-1","10849774","Lower Rouge","Lower",1986,"7/23/86","DNR","brook stickleback",NA,"9","Electroshocking","450ft","L-1 U"
"228","low4","l-1","10849774","Lower Rouge","Lower",1986,"7/23/86","DNR","fathead minnow",NA,"61","Electroshocking","450ft","L-1 U"
"229","low4","l-1","10849774","Lower Rouge","Lower",1986,"7/23/86","DNR","black bullhead",NA,"1","Electroshocking","450ft","L-1 U"
"230","low4","l-1","10849774","Lower Rouge","Lower",1986,"7/23/86","DNR","northern redbelly dace",NA,"1","Electroshocking","450ft","L-1 U"
"231","low6","l-2","10849810","Lower Rouge","Lower",1986,"7/25/86","DNR","creek chub",NA,"27","Electroshocking","450ft","L-5"
"232","low6","l-2","10849810","Lower Rouge","Lower",1986,"7/25/86","DNR","white sucker",NA,"73","Electroshocking","450ft","L-5"
"233","low6","l-2","10849810","Lower Rouge","Lower",1986,"7/25/86","DNR","common carp",NA,"4","Electroshocking","450ft","L-5"
"234","low6","l-2","10849810","Lower Rouge","Lower",1986,"7/25/86","DNR","green sunfish",NA,"11","Electroshocking","450ft","L-5"
"235","low6","l-2","10849810","Lower Rouge","Lower",1986,"7/25/86","DNR","central mudminnow",NA,"14","Electroshocking","450ft","L-5"
"236","low6","l-2","10849810","Lower Rouge","Lower",1986,"7/25/86","DNR","common shiner",NA,"4","Electroshocking","450ft","L-5"
"237","low6","l-2","10849810","Lower Rouge","Lower",1986,"7/25/86","DNR","johnny darter",NA,"5","Electroshocking","450ft","L-5"
"238","low6","l-2","10849810","Lower Rouge","Lower",1986,"7/25/86","DNR","gizzard shad",NA,"1","Electroshocking","450ft","L-5"
"239","low6","l-2","10849810","Lower Rouge","Lower",1986,"7/25/86","DNR","fathead minnow",NA,"1","Electroshocking","450ft","L-5"
"240","low6","l-2","10849810","Lower Rouge","Lower",1986,"7/25/86","DNR","brook stickleback",NA,"1","Electroshocking","450ft","L-5"
"241","low14","l-3","10850162","Lower Rouge","Lower",1986,"7/25/86","DNR","carpgoldfish hybrid",NA,"14","Electroshocking","0","L-8 D"
"242","low14","l-3","10850162","Lower Rouge","Lower",1986,"7/25/86","DNR","pumpkinseed",NA,"1","Electroshocking","0","L-8 D"
"243","low14","l-3","10850162","Lower Rouge","Lower",1986,"7/25/86","DNR","central mudminnow",NA,"3","Electroshocking","0","L-8 D"
"244","low14","l-3","10850162","Lower Rouge","Lower",1986,"7/25/86","DNR","fathead minnow",NA,"1","Electroshocking","0","L-8 D"
"245","lr-11","l-4","10850162","Lower Rouge","Lower",1986,"7/25/86","DNR","central mudminnow",NA,"11","Electroshocking","450ft","0"
"246","lr-11","l-4","10850162","Lower Rouge","Lower",1986,"7/25/86","DNR","common carp",NA,"14","Electroshocking","450ft","0"
"247","lr-11","l-4","10850162","Lower Rouge","Lower",1986,"7/25/86","DNR","white sucker",NA,"3","Electroshocking","450ft","0"
"248","lr-11","l-4","10850162","Lower Rouge","Lower",1986,"7/25/86","DNR","fathead minnow",NA,"1","Electroshocking","450ft","0"
"249","lr-11","l-4","10850162","Lower Rouge","Lower",1986,"7/25/86","DNR","goldfish",NA,"1","Electroshocking","450ft","0"
"250","lr-11","l-4","10850162","Lower Rouge","Lower",1986,"7/25/86","DNR","carpgoldfish hybrid",NA,"3","Electroshocking","450ft","0"
"251","main18","mn-1dnr","10848472","Main Branch","Main",1986,"7/28/86","DNR","creek chub",NA,"80","Electroshocking","0","0"
"252","main18","mn-1dnr","10848472","Main Branch","Main",1986,"7/28/86","DNR","white sucker",NA,"24","Electroshocking","0","0"
"253","main18","mn-1dnr","10848472","Main Branch","Main",1986,"7/28/86","DNR","central stoneroller",NA,"41","Electroshocking","0","0"
"254","main18","mn-1dnr","10848472","Main Branch","Main",1986,"7/28/86","DNR","common carp",NA,"3","Electroshocking","0","0"
"255","main18","mn-1dnr","10848472","Main Branch","Main",1986,"7/28/86","DNR","rock bass",NA,"30","Electroshocking","0","0"
"256","main18","mn-1dnr","10848472","Main Branch","Main",1986,"7/28/86","DNR","pumpkinseed",NA,"4","Electroshocking","0","0"
"257","main18","mn-1dnr","10848472","Main Branch","Main",1986,"7/28/86","DNR","green sunfish",NA,"5","Electroshocking","0","0"
"258","main18","mn-1dnr","10848472","Main Branch","Main",1986,"7/28/86","DNR","bluntnose minnow",NA,"13","Electroshocking","0","0"
"259","main18","mn-1dnr","10848472","Main Branch","Main",1986,"7/28/86","DNR","bluegill",NA,"4","Electroshocking","0","0"
"260","main18","mn-1dnr","10848472","Main Branch","Main",1986,"7/28/86","DNR","largemouth bass",NA,"6","Electroshocking","0","0"
"261","main18","mn-1dnr","10848472","Main Branch","Main",1986,"7/28/86","DNR","fathead minnow",NA,"15","Electroshocking","0","0"
"262","main18","mn-1dnr","10848472","Main Branch","Main",1986,"7/28/86","DNR","hornyhead chub",NA,"36","Electroshocking","0","0"
"263","main18","mn-1dnr","10848472","Main Branch","Main",1986,"7/28/86","DNR","stonecat",NA,"4","Electroshocking","0","0"
"264","main18","mn-1dnr","10848472","Main Rouge","Main",1995,"7/25/95","DNR","bluntnose minnow",NA,"239","Electroshocking","470 ft","0"
"265","main18","mn-1dnr","10848472","Main Rouge","Main",1995,"7/25/95","DNR","common shiner",NA,"245","Electroshocking","470 ft","0"
"266","main18","mn-1dnr","10848472","Main Rouge","Main",1995,"7/25/95","DNR","creek chub",NA,"263","Electroshocking","470 ft","0"
"267","main18","mn-1dnr","10848472","Main Rouge","Main",1995,"7/25/95","DNR","white sucker",NA,"54","Electroshocking","470 ft","0"
"268","main18","mn-1dnr","10848472","Main Rouge","Main",1995,"7/25/95","DNR","central stoneroller",NA,"42","Electroshocking","470 ft","0"
"269","main18","mn-1dnr","10848472","Main Rouge","Main",1995,"7/25/95","DNR","largemouth bass",NA,"23","Electroshocking","470 ft","0"
"270","main18","mn-1dnr","10848472","Main Rouge","Main",1995,"7/25/95","DNR","common carp",NA,"29","Electroshocking","470 ft","0"
"271","main18","mn-1dnr","10848472","Main Rouge","Main",1995,"7/25/95","DNR","rock bass",NA,"8","Electroshocking","470 ft","0"
"272","main18","mn-1dnr","10848472","Main Rouge","Main",1995,"7/25/95","DNR","stonecat",NA,"13","Electroshocking","470 ft","0"
"273","main18","mn-1dnr","10848472","Main Rouge","Main",1995,"7/25/95","DNR","johnny darter",NA,"3","Electroshocking","470 ft","0"
"274","main18","mn-1dnr","10848472","Main Rouge","Main",1995,"7/25/95","DNR","green sunfish",NA,"5","Electroshocking","470 ft","0"
"275","main18","mn-1dnr","10848472","Main Rouge","Main",1995,"7/25/95","DNR","bluegill",NA,"2","Electroshocking","470 ft","0"
"276","main18","mn-1dnr","10848472","Main Rouge","Main",1995,"7/25/95","DNR","yellow bullhead",NA,"1","Electroshocking","470 ft","0"
"277","main18","mn-1dnr","10848472","Main Rouge","Main",1995,"7/25/95","DNR","spotfin shiner",NA,"1","Electroshocking","470 ft","0"
"278","main18","mn-1dnr","10848472","Main Rouge","Main",1995,"7/25/95","DNR","redfin shiner",NA,"5","Electroshocking","470 ft","0"
"279","mn-2dnr","mn-2dnr","10848602","Main Branch","Main",1986,"7/28/86","DNR","creek chub",NA,"88","Electroshocking","0","MN-9"
"280","mn-2dnr","mn-2dnr","10848602","Main Branch","Main",1986,"7/28/86","DNR","white sucker",NA,"21","Electroshocking","0","0"
"281","mn-2dnr","mn-2dnr","10848602","Main Branch","Main",1986,"7/28/86","DNR","rock bass",NA,"1","Electroshocking","0","0"
"282","mn-2dnr","mn-2dnr","10848602","Main Branch","Main",1986,"7/28/86","DNR","pumpkinseed",NA,"1","Electroshocking","0","0"
"283","mn-2dnr","mn-2dnr","10848602","Main Branch","Main",1986,"7/28/86","DNR","green sunfish",NA,"2","Electroshocking","0","0"
"284","mn-2dnr","mn-2dnr","10848602","Main Branch","Main",1986,"7/28/86","DNR","common shiner",NA,"35","Electroshocking","0","0"
"285","mn-2dnr","mn-2dnr","10848602","Main Branch","Main",1986,"7/28/86","DNR","central stoneroller",NA,"8","Electroshocking","0","0"
"286","mn-2dnr","mn-2dnr","10848602","Main Branch","Main",1986,"7/28/86","DNR","bluntnose minnow",NA,"2","Electroshocking","0","0"
"287","mn-2dnr","mn-2dnr","10848602","Main Branch","Main",1986,"7/28/86","DNR","blacknose dace",NA,"7","Electroshocking","0","0"
"288","wall5","md-1","10849382","Middle Branch","Middle",1986,"7/21/86","DNR","brook stickleback",NA,"1","Electroshocking","300ft","MD-4"
"289","wall5","md-1","10849382","Middle Branch","Middle",1986,"7/21/86","DNR","white sucker",NA,"1","Electroshocking","300ft","MD-4"
"290","wall5","md-1","10849382","Middle Branch","Middle",1986,"7/21/86","DNR","creek chub",NA,"20","Electroshocking","300ft","MD-4"
"291","wall5","md-1","10849382","Middle Branch","Middle",1986,"7/21/86","DNR","fathead minnow",NA,"1","Electroshocking","300ft","MD-4"
"292","wall5","md-1","10849382","Middle Branch","Middle",1986,"7/21/86","DNR","green sunfish",NA,"2","Electroshocking","300ft","MD-4"
"293","tonquishcreek17","md-11","10849668","TonquiskCreek","Middle",1986,"7/22/86","DNR","creek chub",NA,"7","Electroshocking","0","TC-1"
"294","tonquishcreek17","md-11","10849668","TonquiskCreek","Middle",1986,"7/22/86","DNR","white sucker",NA,"19","Electroshocking","0","TC-1"
"295","tonquishcreek17","md-11","10849668","TonquiskCreek","Middle",1986,"7/22/86","DNR","common shiner",NA,"1","Electroshocking","0","TC-1"
"296","tonquishcreek17","md-11","10849668","TonquiskCreek","Middle",1986,"7/22/86","DNR","bluntnose minnow",NA,"1","Electroshocking","0","TC-1"
"297","tonquishcreek17","md-11","10849668","TonquiskCreek","Middle",1986,"7/22/86","DNR","fathead minnow",NA,"76","Electroshocking","0","TC-1"
"298","tonquishcreek17","md-11","10849668","TonquiskCreek","Middle",1986,"7/22/86","DNR","blacknose dace",NA,"2","Electroshocking","0","TC-1"
"299","md-2","md-2","10849464","Middle Branch","Middle",1986,"7/21/86","DNR","black crappie",NA,"3","Electroshocking","390ft","Md-10 u"
"300","md-2","md-2","10849464","Middle Branch","Middle",1986,"7/21/86","DNR","bluntnose minnow",NA,"5","Electroshocking","390ft","Md-10 u"
"301","md-2","md-2","10849464","Middle Branch","Middle",1986,"7/21/86","DNR","central mudminnow",NA,"1","Electroshocking","390ft","Md-10 u"
"302","md-2","md-2","10849464","Middle Branch","Middle",1986,"7/21/86","DNR","central stoneroller",NA,"1","Electroshocking","390ft","Md-10 u"
"303","md-2","md-2","10849464","Middle Branch","Middle",1986,"7/21/86","DNR","channel catfish",NA,"1","Electroshocking","390ft","Md-10 u"
"304","md-2","md-2","10849464","Middle Branch","Middle",1986,"7/21/86","DNR","common carp",NA,"14","Electroshocking","390ft","Md-10 u"
"305","md-2","md-2","10849464","Middle Branch","Middle",1986,"7/21/86","DNR","white sucker",NA,"34","Electroshocking","390ft","Md-10 u"
"306","md-2","md-2","10849464","Middle Branch","Middle",1986,"7/21/86","DNR","creek chub",NA,"24","Electroshocking","390ft","Md-10 u"
"307","md-2","md-2","10849464","Middle Branch","Middle",1986,"7/21/86","DNR","fathead minnow",NA,"1","Electroshocking","390ft","Md-10 u"
"308","md-2","md-2","10849464","Middle Branch","Middle",1986,"7/21/86","DNR","green sunfish",NA,"34","Electroshocking","390ft","Md-10 u"
"309","md-2","md-2","10849464","Middle Branch","Middle",1986,"7/21/86","DNR","sunfish hybrid",NA,"2","Electroshocking","390ft","Md-10 u"
"310","md-2","md-2","10849464","Middle Branch","Middle",1986,"7/21/86","DNR","johnny darter",NA,"7","Electroshocking","390ft","Md-10 u"
"311","md-2","md-2","10849464","Middle Branch","Middle",1986,"7/21/86","DNR","largemouth bass",NA,"3","Electroshocking","390ft","Md-10 u"
"312","md-2","md-2","10849464","Middle Branch","Middle",1986,"7/21/86","DNR","northern hog sucker",NA,"1","Electroshocking","390ft","Md-10 u"
"313","md-2","md-2","10849464","Middle Branch","Middle",1986,"7/21/86","DNR","northern pike",NA,"4","Electroshocking","390ft","Md-10 u"
"314","md-2","md-2","10849464","Middle Branch","Middle",1986,"7/21/86","DNR","pumpkinseed",NA,"8","Electroshocking","390ft","Md-10 u"
"315","md-2","md-2","10849464","Middle Branch","Middle",1986,"7/21/86","DNR","rock bass",NA,"3","Electroshocking","390ft","Md-10 u"
"316","md-2","md-2","10849464","Middle Branch","Middle",1986,"7/21/86","DNR","yellow bullhead",NA,"2","Electroshocking","390ft","Md-10 u"
"317","mr-1","md-3","10850296","Middle Branch","Middle",1986,"7/21/86","DNR","creek chub",NA,"52","Electroshocking","300ft","Md-12 d"
"318","mr-1","md-3","10850296","Middle Branch","Middle",1986,"7/21/86","DNR","white sucker",NA,"28","Electroshocking","300ft","Md-12 d"
"319","mr-1","md-3","10850296","Middle Branch","Middle",1986,"7/21/86","DNR","common carp",NA,"4","Electroshocking","300ft","Md-12 d"
"320","mr-1","md-3","10850296","Middle Branch","Middle",1986,"7/21/86","DNR","rock bass",NA,"2","Electroshocking","300ft","Md-12 d"
"321","mr-1","md-3","10850296","Middle Branch","Middle",1986,"7/21/86","DNR","pumpkinseed",NA,"2","Electroshocking","300ft","Md-12 d"
"322","mr-1","md-3","10850296","Middle Branch","Middle",1986,"7/21/86","DNR","green sunfish",NA,"7","Electroshocking","300ft","Md-12 d"
"323","mr-1","md-3","10850296","Middle Branch","Middle",1986,"7/21/86","DNR","central mudminnow",NA,"1","Electroshocking","300ft","Md-12 d"
"324","mr-1","md-3","10850296","Middle Branch","Middle",1986,"7/21/86","DNR","mottled sculpin",NA,"50","Electroshocking","300ft","Md-12 d"
"325","mr-1","md-3","10850296","Middle Branch","Middle",1986,"7/21/86","DNR","common shiner",NA,"2","Electroshocking","300ft","Md-12 d"
"326","mr-1","md-3","10850296","Middle Branch","Middle",1986,"7/21/86","DNR","central stoneroller",NA,"5","Electroshocking","300ft","Md-12 d"
"327","mr-1","md-3","10850296","Middle Branch","Middle",1986,"7/21/86","DNR","bluntnose minnow",NA,"4","Electroshocking","300ft","Md-12 d"
"328","mr-1","md-3","10850296","Middle Branch","Middle",1986,"7/21/86","DNR","rainbow darter",NA,"1","Electroshocking","300ft","Md-12 d"
"329","mr-1","md-3","10850296","Middle Branch","Middle",1986,"7/21/86","DNR","blacknose dace",NA,"7","Electroshocking","300ft","Md-12 d"
"330","mr-4","md-4","10849648","Middle Branch","Middle",1986,"7/21/86","DNR","creek chub",NA,"15","Electroshocking","225ft","Md-16"
"331","mr-4","md-4","10849648","Middle Branch","Middle",1986,"7/21/86","DNR","white sucker",NA,"10","Electroshocking","225ft","Md-16"
"332","mr-4","md-4","10849648","Middle Branch","Middle",1986,"7/21/86","DNR","rock bass",NA,"35","Electroshocking","225ft","Md-16"
"333","mr-4","md-4","10849648","Middle Branch","Middle",1986,"7/21/86","DNR","pumpkinseed",NA,"38","Electroshocking","225ft","Md-16"
"334","mr-4","md-4","10849648","Middle Branch","Middle",1986,"7/21/86","DNR","green sunfish",NA,"6","Electroshocking","225ft","Md-16"
"335","mr-4","md-4","10849648","Middle Branch","Middle",1986,"7/21/86","DNR","mottled sculpin",NA,"2","Electroshocking","225ft","Md-16"
"336","mr-4","md-4","10849648","Middle Branch","Middle",1986,"7/21/86","DNR","central stoneroller",NA,"2","Electroshocking","225ft","Md-16"
"337","mr-4","md-4","10849648","Middle Branch","Middle",1986,"7/21/86","DNR","bluntnose minnow",NA,"18","Electroshocking","225ft","Md-16"
"338","mr-4","md-4","10849648","Middle Branch","Middle",1986,"7/21/86","DNR","bluegill",NA,"13","Electroshocking","225ft","Md-16"
"339","mr-4","md-4","10849648","Middle Branch","Middle",1986,"7/21/86","DNR","yellow bullhead",NA,"4","Electroshocking","225ft","Md-16"
"340","mr-4","md-4","10849648","Middle Branch","Middle",1986,"7/21/86","DNR","sunfish hybrid",NA,"1","Electroshocking","225ft","Md-16"
"341","mr-4","md-4","10849648","Middle Branch","Middle",1986,"7/21/86","DNR","largemouth bass",NA,"2","Electroshocking","225ft","Md-16"
"342","mr-4","md-4","10849648","Middle Branch","Middle",1986,"7/21/86","DNR","johnny darter",NA,"4","Electroshocking","225ft","Md-16"
"343","middle3","md-5","10849642","Middle Branch","Middle",1986,"7/21/86","DNR","creek chub",NA,"8","Electroshocking","0","Md-19"
"344","middle3","md-5","10849642","Middle Branch","Middle",1986,"7/21/86","DNR","white sucker",NA,"26","Electroshocking","0","Md-19"
"345","middle3","md-5","10849642","Middle Branch","Middle",1986,"7/21/86","DNR","rock bass",NA,"46","Electroshocking","0","Md-19"
"346","middle3","md-5","10849642","Middle Branch","Middle",1986,"7/21/86","DNR","pumpkinseed",NA,"20","Electroshocking","0","Md-19"
"347","middle3","md-5","10849642","Middle Branch","Middle",1986,"7/21/86","DNR","bluntnose minnow",NA,"12","Electroshocking","0","Md-19"
"348","middle3","md-5","10849642","Middle Branch","Middle",1986,"7/21/86","DNR","bluegill",NA,"82","Electroshocking","0","Md-19"
"349","middle3","md-5","10849642","Middle Branch","Middle",1986,"7/21/86","DNR","sunfish hybrid",NA,"1","Electroshocking","0","Md-19"
"350","middle3","md-5","10849642","Middle Branch","Middle",1986,"7/21/86","DNR","largemouth bass",NA,"10","Electroshocking","0","Md-19"
"351","middle3","md-5","10849642","Middle Branch","Middle",1986,"7/21/86","DNR","johnny darter",NA,"1","Electroshocking","0","Md-19"
"352","middle3","md-5","10849642","Middle Branch","Middle",1986,"7/21/86","DNR","hornyhead chub",NA,"8","Electroshocking","0","Md-19"
"353","middle3","md-5","10849642","Middle Branch","Middle",1986,"7/21/86","DNR","longear sunfish",NA,"1","Electroshocking","0","Md-19"
"354","low6","l-2","10849810","Lower Rouge","Lower",1995,"8/29/95","DNR","white sucker",NA,"48","Electroshocking","600ft","0"
"355","low6","l-2","10849810","Lower Rouge","Lower",1995,"8/29/95","DNR","creek chub",NA,"133","Electroshocking","600ft","0"
"356","low6","l-2","10849810","Lower Rouge","Lower",1995,"8/29/95","DNR","green sunfish",NA,"73","Electroshocking","600ft","0"
"357","low6","l-2","10849810","Lower Rouge","Lower",1995,"8/29/95","DNR","fathead minnow",NA,"1","Electroshocking","600ft","0"
"358","low6","l-2","10849810","Lower Rouge","Lower",1995,"8/29/95","DNR","johnny darter",NA,"1","Electroshocking","600ft","0"
"359","low6","l-2","10849810","Lower Rouge","Lower",1995,"8/29/95","DNR","central mudminnow",NA,"2","Electroshocking","600ft","0"
"360","md-6","md-6","10849648","Middle Branch","Middle",1986,"7/22/86","DNR","goldfish",NA,"18","Electroshocking","450ft","Md-23"
"361","md-6","md-6","10849648","Middle Branch","Middle",1986,"7/22/86","DNR","common carp",NA,"9","Electroshocking","450ft","Md-23"
"362","md-6","md-6","10849648","Middle Branch","Middle",1986,"7/22/86","DNR","white sucker",NA,"6","Electroshocking","450ft","Md-23"
"363","md-6","md-6","10849648","Middle Branch","Middle",1986,"7/22/86","DNR","rock bass",NA,"9","Electroshocking","450ft","Md-23"
"364","md-6","md-6","10849648","Middle Branch","Middle",1986,"7/22/86","DNR","pumpkinseed",NA,"4","Electroshocking","450ft","Md-23"
"365","md-6","md-6","10849648","Middle Branch","Middle",1986,"7/22/86","DNR","bluegill",NA,"9","Electroshocking","450ft","Md-23"
"366","md-6","md-6","10849648","Middle Branch","Middle",1986,"7/22/86","DNR","largemouth bass",NA,"1","Electroshocking","450ft","Md-23"
"367","md-6","md-6","10849648","Middle Branch","Middle",1986,"7/22/86","DNR","longear sunfish",NA,"1","Electroshocking","450ft","Md-23"
"368","mr-8","md-7","10850156","Middle Branch","Middle",1986,"7/22/86","DNR","creek chub",NA,"11","Electroshocking","500 ft","MD-29"
"369","mr-8","md-7","10850156","Middle Branch","Middle",1986,"7/22/86","DNR","white sucker",NA,"2","Electroshocking","500 ft","MD-29"
"370","mr-8","md-7","10850156","Middle Branch","Middle",1986,"7/22/86","DNR","fathead minnow",NA,"11","Electroshocking","500 ft","MD-29"
"371","mr-8","md-7","10850156","Middle Branch","Middle",1986,"7/22/86","DNR","goldfish",NA,"5","Electroshocking","500 ft","MD-29"
"372","mr-8","md-7","10850156","Middle Branch","Middle",1986,"7/22/86","DNR","common shiner",NA,"1","Electroshocking","500 ft","MD-29"
"373","mr-8","md-7","10850156","Middle Branch","Middle",1986,"7/22/86","DNR","common carp",NA,"2","Electroshocking","500 ft","MD-29"
"374","mr-7","md-8","10850156","Middle Branch","Middle",1986,"7/29/86","DNR","creek chub",NA,"2","Electroshocking","900ft","MD-31"
"375","mr-7","md-8","10850156","Middle Branch","Middle",1986,"7/29/86","DNR","goldfish",NA,"6","Electroshocking","900ft","MD-31"
"376","md-2","md-2","10849464","Middle Branch","Middle",1995,"8/2/95","DNR","bluegill",NA,"14","Electroshocking","0","0"
"377","md-2","md-2","10849464","Middle Branch","Middle",1995,"8/2/95","DNR","golden shiner",NA,"9","Electroshocking","0","0"
"378","md-2","md-2","10849464","Middle Branch","Middle",1995,"8/2/95","DNR","brown bullhead",NA,"4","Electroshocking","0","0"
"379","md-2","md-2","10849464","Middle Branch","Middle",1995,"8/2/95","DNR","yellow perch",NA,"2","Electroshocking","0","0"
"380","md-2","md-2","10849464","Middle Branch","Middle",1995,"8/2/95","DNR","johnny darter",NA,"7","Electroshocking","0","0"
"381","md-2","md-2","10849464","Middle Branch","Middle",1995,"8/2/95","DNR","black crappie",NA,"1","Electroshocking","0","0"
"382","md-2","md-2","10849464","Middle Branch","Middle",1995,"8/2/95","DNR","grass pickerel",NA,"1","Electroshocking","0","0"
"383","md-2","md-2","10849464","Middle Branch","Middle",1995,"8/2/95","DNR","white sucker",NA,"207","Electroshocking","0","0"
"384","md-2","md-2","10849464","Middle Branch","Middle",1995,"8/2/95","DNR","green sunfish",NA,"165","Electroshocking","0","0"
"385","md-2","md-2","10849464","Middle Branch","Middle",1995,"8/2/95","DNR","creek chub",NA,"125","Electroshocking","0","0"
"386","md-2","md-2","10849464","Middle Branch","Middle",1995,"8/2/95","DNR","pumpkinseed",NA,"37","Electroshocking","0","0"
"387","md-2","md-2","10849464","Middle Branch","Middle",1995,"8/2/95","DNR","rock bass",NA,"40","Electroshocking","0","0"
"388","md-2","md-2","10849464","Middle Branch","Middle",1995,"8/2/95","DNR","bluntnose minnow",NA,"24","Electroshocking","0","0"
"389","md-2","md-2","10849464","Middle Branch","Middle",1995,"8/2/95","DNR","largemouth bass",NA,"31","Electroshocking","0","0"
"390","md-2","md-2","10849464","Middle Branch","Middle",1995,"8/2/95","DNR","central stoneroller",NA,"5","Electroshocking","0","0"
"391","md-2","md-2","10849464","Middle Branch","Middle",1995,"8/2/95","DNR","blacknose dace",NA,"1","Electroshocking","0","0"
"392","md-2","md-2","10849464","Middle Branch","Middle",1995,"8/2/95","DNR","spotfin shiner",NA,"1","Electroshocking","0","0"
"393","md-2","md-2","10849464","Middle Branch","Middle",1995,"8/2/95","DNR","sunfish hybrid",NA,"1","Electroshocking","0","0"
"394","mn-2dnr","mn-2dnr","10848602","Main Rouge","Main",1995,"7/25/95","DNR","creek chub",NA,"178","Electroshocking","500 ft","0"
"395","mn-2dnr","mn-2dnr","10848602","Main Rouge","Main",1995,"7/25/95","DNR","common shiner",NA,"49","Electroshocking","500 ft","0"
"396","mn-2dnr","mn-2dnr","10848602","Main Rouge","Main",1995,"7/25/95","DNR","white sucker",NA,"34","Electroshocking","500 ft","0"
"397","mn-2dnr","mn-2dnr","10848602","Main Rouge","Main",1995,"7/25/95","DNR","blacknose dace",NA,"13","Electroshocking","500 ft","0"
"398","mn-2dnr","mn-2dnr","10848602","Main Rouge","Main",1995,"7/25/95","DNR","central stoneroller",NA,"9","Electroshocking","500 ft","0"
"399","mn-2dnr","mn-2dnr","10848602","Main Rouge","Main",1995,"7/25/95","DNR","rock bass",NA,"7","Electroshocking","500 ft","0"
"400","mn-2dnr","mn-2dnr","10848602","Main Rouge","Main",1995,"7/25/95","DNR","largemouth bass",NA,"6","Electroshocking","500 ft","0"
"401","mn-2dnr","mn-2dnr","10848602","Main Rouge","Main",1995,"7/25/95","DNR","yellow perch",NA,"1","Electroshocking","500 ft","0"
"402","mn-2dnr","mn-2dnr","10848602","Main Rouge","Main",1995,"7/25/95","DNR","sunfish hybrid",NA,"3","Electroshocking","500 ft","0"
"403","mn-2dnr","mn-2dnr","10848602","Main Rouge","Main",1995,"7/25/95","DNR","bluegill",NA,"3","Electroshocking","500 ft","0"
"404","mn-2dnr","mn-2dnr","10848602","Main Rouge","Main",1995,"7/25/95","DNR","johnny darter",NA,"4","Electroshocking","500 ft","0"
"405","mn-2dnr","mn-2dnr","10848602","Main Rouge","Main",1995,"7/25/95","DNR","black crappie",NA,"1","Electroshocking","500 ft","0"
"406","mn-2dnr","mn-2dnr","10848602","Main Rouge","Main",1995,"7/25/95","DNR","bluntnose minnow",NA,"3","Electroshocking","500 ft","0"
"407","mn-2dnr","mn-2dnr","10848602","Main Rouge","Main",1995,"7/25/95","DNR","green sunfish",NA,"2","Electroshocking","500 ft","0"
"408","mn-3dnr","mn-3dnr","10849438","Main Branch","Main",1986,"7/28/86","DNR","blacknose dace",NA,"1","Electroshocking","0","MN-9"
"409","mn-3dnr","mn-3dnr","10849438","Main Branch","Main",1986,"7/28/86","DNR","common carp",NA,"2","Electroshocking","0","MN-9"
